file_path,title,summary,Category
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GM.1943-5622.0001517.pdf,"""Particle Breakage of Rockfill Material during Triaxial Tests under Complex Stress Paths""","The document discusses the behavior of rockfill materials under different stress paths during triaxial testing, and the effects of particle breakage on the structure, strength, friction angle, and permeability of the rockfill. The study investigates rockfill particle breakage under different equal stress ratio paths and transitional stress paths, and the loading stress path significantly influences particle breakage. The article includes stress-strain curves, graphs, and tables that analyze the relationship between particle breakage, plastic work, and different stress paths. The document contains references to various academic papers related to the mechanical behavior of rockfill materials under different stress conditions and loading frequencies.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001176.pdf,"""Strength and Deformation of Rockfill Material Based on Large-Scale Triaxial Compression Tests: Inﬂuences of Density and Pressure""","The document contains information about studies and research related to various geotechnical and engineering materials, their behaviors, and their properties. It provides details on large-scale triaxial compression tests conducted on rockfill materials to investigate their strength and deformation behaviors. The studies cover topics such as testing methods, particle shape, strain behavior, friction angle, initial elastic modulus, and volumetric and deviatoric strains. The document also includes equations and material constants related to the behavior of different types of rocks and soils under varying loading conditions. The references cover various topics such as the properties of rockfill materials, micromechanics of crushable aggregates, cyclic behaviors of railroad ballast, and modeling of soil behavior.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001178.pdf,"""Inﬂuence of Intermediate Principal Stress on the Strength and Dilatancy Behavior of Rockﬁll Material"".","The given text contains various articles and studies related to the mechanical and physical properties, behavior, and modeling of granular materials such as rockfill and soil. The articles cover topics such as constitutive models, triaxial testing, shear strength evaluation, stress conditions, particle size and shape effects, and state-dependent behaviors. The text provides a list of references from different academic papers and journals on geotechnical engineering.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001835.pdf,"""In Situ Short-Term and Long-Term Rockfill Compressibility as a Function of Void Ratio and Strength of Parent Rock""","The given portions of the document contain various texts, such as studies, articles, and reports, related to the mechanical behavior, modelling, compression, and settlement prediction of rockfill materials, particularly in concrete-faced rockfill dams. The texts discuss factors that influence rockfill compressibility, such as particle strength and gradation, void ratio, and geometry of the embankment. They analyze the deformation behavior of rockfill under varying conditions, including the influence of particle breakage, crack propagation, and construction period. The texts also present equations and analytical models to estimate time-dependent deformation threshold stresses, compressibility parameters, and crest settlement rates. Additionally, they include laboratory tests and numerical modelling to support their findings.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0001898.pdf,"""Largescale Triaxial Experiments on the Creep Behavior of a Saturated Rockfill Material""","The document includes descriptions and results of various studies related to the mechanics and behavior of rockfill materials, including their stress dilatancy characteristics and creep behavior. The studies provide useful insights into the long-term deformation of rockfill dams and have applications for designing structures. The document contains diagrams, tables, equations, and experimental procedures used in the studies. Additionally, the document includes a list of references from various journals and conferences related to geotechnical engineering and soil mechanics.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\(ASCE)GT.1943-5606.0002216.pdf,"""Investigation into the Internal Erosion and Local Settlement of Esfarayen Earth-Fill Dam""","The document discusses an investigation into a sudden settlement on the surface of the Esfarayen Earth-fill Dam caused by internal erosion due to an inadequate sealed crushed zone of a fault passing through the reservoir on the contact surface with the clay core. The text includes case studies, discussion on cut-off walls and grout curtains, subsurface exploration, material susceptibility analysis, and stress-strain behavior modeling of the dam body. Additionally, it covers the construction project, hydraulic properties, and possibility of hydraulic fracture occurrence, as well as the incident caused by the collapse of the clay core due to internal erosion. The document also provides a list of academic articles related to geotechnical engineering of dams.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\An empirical method for predicting post-construction Rockfill.pdf,"""An Empirical Method for Predicting Post-Construction Settlement of Concrete Face Rockfill Dams""","The document discusses various studies and methods for predicting post-construction settlement in concrete face rockfill dams (CFRDs), taking into account factors such as the height and composition of the dam and the behavior of the embankment during construction. The text highlights the significance of understanding rockfill deformation mechanisms and offers practical methods for detecting unexpected settlement behaviors during a CFRD's post-construction lifespan. The limitations of existing settlement prediction methods are discussed, and novel approaches are proposed to overcome these limitations. The study also presents data on different case studies and provides reference to relevant articles, reports, and conference proceedings on the topic.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Rockfill Behavior\ICOLD - CFRD New Bulletin 2023\Rockfill Behavior\geot.2007.57.3.289.pdf,Theoretical investigation of the time-dependent behaviour of rockfill.,"The document discusses the time-dependent behavior of rockfill structures, particularly dams, and includes theoretical investigations, experimental data, and conceptual models. It explores phenomena such as crack propagation, delayed deformation, subcritical crack growth, and compressibility under various conditions of stress, suction, and relative humidity. The text also references various studies and papers related to geotechnical engineering and fracture mechanics.",Rockfill Behavior
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000478.pdf,"""Structural Analysis Framework for Concrete-Faced Rockfill Dams""","The text excerpts discuss the construction, analysis, and potential failure modes of concrete-faced rockfill dams (CFRDs), and propose a comprehensive nonlinear finite-element analysis framework for analyzing CFRDs. The framework includes modeling stages of construction, contact interaction between concrete and rockfill body, and impounding of the reservoir. The text also describes the calibration of the computational model using instrumentation data from a real-world CFRD, as well as mitigation measures for potential cracking. The analysis framework can be used for each dam individually to obtain the best solution during construction.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\(ASCE)GM.1943-5622.0000939.pdf,"Sorry for the late response! The title of the paper is ""Concrete Slab Dynamic Damage Analysis of CFRD Based on Concrete Nonuniformity"".",The document discusses various studies related to the seismic response and damage analysis of concrete-faced rockfill dams. The studies utilize different models and parameters to analyze the behavior of concrete and rock materials under seismic loads. The nonuniformity of concrete is also considered in some of the studies. The document also provides a list of references for further reading on topics related to geotechnical engineering.,Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\1-s2.0-S0267726119300284-main.pdf,"""Seismic Damage Performance of the Steel Fiber Reinforced Face Slab in the Concrete-Faced Rockfill Dam""","The given document includes various articles and studies related to the design and construction of concrete-faced rockfill dams, with a focus on the use of steel fiber-reinforced concrete in the face slabs to improve seismic performance and reduce damage during earthquakes. The document discusses various simulation models and tests conducted to analyze the behavior of these dams under different conditions, including drying shrinkage cracks and axial forces. Multiple references are provided for further research and analysis.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\1-s2.0-S0950061820301719-main.pdf,"""Laboratory and in situ investigation of the compressive strength of CFRD concrete""","The document consists of various extracted parts discussing studies and research related to the quality and strength assessment of concrete used in constructing dams, particularly Concrete Face Rockfill Dams (CFRDs). The studies make use of nondestructive tests, such as ultrasonic pulse velocity and Schmitt hammer, to determine the compressive strength and other properties of the concrete. Various factors, including concrete and ambient temperature, concrete air percentage, and concrete slump, are considered in predicting concrete compressive strength. Numerous references are provided concerning non-destructive testing, evaluation, and risks of concrete dams.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\Behaviour of the reinforced concrete face slabs of concrete faced rockfill dams during impounding.pdf,"""Behaviour of the reinforced concrete face slabs of concrete faced rockfill dams during impounding""","The document discusses various studies and analyses related to the behavior and performance of concrete-faced rockfill dams (CFRDs), with a focus on the cracking and deformation of the concrete face slabs during impounding. The studies examine factors such as the rockfill properties, interface behavior, reinforcement ratio, slab thickness, and clear cover that affect the extent of cracking and the stress transfer between the rockfill and slab. The document also includes references and sources related to the design and construction of rockfill dams, soil mechanics, and seismic stability.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\jgeen.19.00006.pdf,Plastic-damage analysis of concrete cutoff wall for a concrete face rockfill dam.,"The provided text discusses various studies on the behavior, stress, and construction of concrete cutoff walls for dams. These studies have used in situ measurements and numerical models to analyze the behavior of cutoff walls and factors affecting it, including wall materials, hydro-mechanical coupling effect, and loading mechanisms. Additionally, these studies have characterized the physical and mechanical properties of alluvium foundations and conducted laboratory tests on various rockfill and alluvium specimens. The text also includes references to publications related to geotechnical engineering and information on submitting papers to a journal.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\jmacr.16.00367.pdf,"The title of this paper is ""Wet swelling effect on crack performance of facing concrete for rockfill dams"".","The document discusses the issue of swelling and cracking in concrete-faced rockfill dams (CFRDs) and the impact of wet swelling on the stress distribution and cracking patterns in such dams. The article describes experiments, theoretical models, and finite element analyses conducted to investigate the swelling deformation of older concrete in different environmental conditions and its impact on the safety and durability of dams. The article also mentions various articles and references related to moisture transport and concrete properties.",Structural Analysis
ICOLD - CFRD New Bulletin 2023/Structural Analysis\ICOLD - CFRD New Bulletin 2023\Structural Analysis\Seismic response analysis of face slabs in concrete face rockfill dams (1).pdf,Seismic response analysis of face slabs in concrete face rockfill dams.,"The given text discusses the seismic response of concrete face slabs in concrete-faced rockfill dams, and investigates the interaction between the concrete slab and cushion layer under different loading conditions and interface roughness conditions. The article recommends using an advanced interface constitutive model and reducing interface roughness to reduce the risk of damage under earthquake ground motions. The text is not a list of references, models, or analyses related to soil-structure interfaces in general, or to plasticity models for dynamic analysis or seismic failure probability of dams.",Structural Analysis
